"person_id","id_in_wave","gender","id_in_gender","condition","wave","n_met_in_wave","meet_station","start_station","date_order","partner_id_in_wave","partner_id","match","int_corr","samerace","partner_age","partner_race","partner_pref_attr","partner_pref_sinc","partner_pref_intel","partner_pref_fun","partner_pref_amb","partner_pref_shar","received_yes","received_attr","received_sinc","received_intel","received_fun","received_amb","received_shar","received_like","received_prob_yes","received_met_before","age","field","field_code","undergrad_school","median_sat","tuition","race","imp_samerace","imp_samerelig","hometown","zipcode","income","event_goal","date_freq","goout_freq","career","career_code","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","you_said_yes","race_label","partner_race_label"
44,5,1,10,2,2,19,2,NA,15,14,34,0,-0.24,0,21,4,30,5,30,15,15,5,0,4,6,5,4,5,3,5,4,2,24,"psychology",3,NA,NA,NA,2,3,3,"israel","22442",NA,1,3,1,"academia",2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
44,5,1,10,2,2,19,17,NA,11,15,35,0,-0.09,1,25,2,20,23,23,22,7,5,0,5,8,7,7,7,5,6,6,2,24,"psychology",3,NA,NA,NA,2,3,3,"israel","22442",NA,1,3,1,"academia",2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,1,"European/Caucasian-American","European/Caucasian-American"
44,5,1,10,2,2,19,6,NA,19,16,36,0,0.48,1,26,2,20,25,20,15,15,5,0,1,1,1,1,1,1,1,5,NA,24,"psychology",3,NA,NA,NA,2,3,3,"israel","22442",NA,1,3,1,"academia",2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,1,"European/Caucasian-American","European/Caucasian-American"
44,5,1,10,2,2,19,11,NA,5,17,37,1,0.31,1,27,2,10,10,30,25,10,15,1,7,6,8,6,9,6,7,7,2,24,"psychology",3,NA,NA,NA,2,3,3,"israel","22442",NA,1,3,1,"academia",2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,1,"European/Caucasian-American","European/Caucasian-American"
44,5,1,10,2,2,19,14,NA,8,19,38,0,-0.16,0,23,1,50,10,20,10,10,0,0,5,10,7,4,5,7,5,1,2,24,"psychology",3,NA,NA,NA,2,3,3,"israel","22442",NA,1,3,1,"academia",2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,1,"European/Caucasian-American","Black/African American"
44,5,1,10,2,2,19,16,NA,10,20,39,0,-0.01,0,24,3,20,20,20,15,15,10,0,4,7,7,4,5,1,2,1,2,24,"psychology",3,NA,NA,NA,2,3,3,"israel","22442",NA,1,3,1,"academia",2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,1,"European/Caucasian-American","Latino/Hispanic American"
45,6,1,12,2,2,19,5,NA,3,1,21,0,0.01,0,21,4,12,18,20,16,16,18,0,6,8,8,6,8,4,5,2,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
45,6,1,12,2,2,19,7,NA,5,2,22,1,-0.02,0,27,1,20,20,20,10,10,20,1,6,7,7,4,6,6,6,6,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","Black/African American"
45,6,1,12,2,2,19,3,NA,1,3,23,1,-0.1,0,21,4,10,20,40,10,10,10,1,6,7,7,6,7,5,7,5,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
45,6,1,12,2,2,19,10,NA,8,4,24,0,-0.19,1,27,2,10,20,20,15,20,15,0,7,7,8,NA,8,NA,8,6,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,12,NA,10,5,25,0,-0.01,1,25,2,20,20,15,15,15,15,0,6,8,7,5,8,7,7,5,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,13,NA,11,6,26,0,-0.06,1,23,2,20,20,20,15,15,10,0,4,7,6,1,4,3,2,2,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,4,NA,2,7,27,0,-0.27,0,22,3,17,10,18,20,25,10,0,3,6,6,4,5,1,1,2,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","Latino/Hispanic American"
45,6,1,12,2,2,19,1,NA,18,8,28,0,NA,1,26,2,NA,NA,NA,NA,NA,NA,0,4,6,5,3,3,3,3,3,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,9,NA,7,9,29,1,0.08,1,22,2,20,22,18,15,15,10,1,6,8,7,4,7,2,6,4,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,15,NA,13,10,30,0,-0.41,1,23,2,10,20,20,20,20,10,0,4,5,5,2,6,5,4,3,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,8,NA,6,11,31,0,-0.38,1,24,2,35,10,20,20,10,5,0,4,5,7,3,6,4,5,4,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,18,NA,16,12,32,0,-0.19,0,27,4,50,0,50,0,0,0,0,8,8,9,5,9,6,8,5,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
45,6,1,12,2,2,19,19,NA,17,13,33,0,-0.41,1,30,2,30,20,30,10,0,10,0,6,6,7,3,7,3,5,2,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,0,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,2,NA,19,14,34,0,-0.05,0,21,4,30,5,30,15,15,5,0,4,5,6,5,6,5,5,3,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
45,6,1,12,2,2,19,17,NA,15,15,35,1,-0.01,1,25,2,20,23,23,22,7,5,1,7,8,9,7,8,9,8,8,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,6,NA,4,16,36,0,-0.06,1,26,2,20,25,20,15,15,5,0,2,2,5,2,8,4,3,5,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,11,NA,9,17,37,0,-0.01,1,27,2,10,10,30,25,10,15,0,6,4,7,4,5,2,4,3,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","European/Caucasian-American"
45,6,1,12,2,2,19,14,NA,12,19,38,0,-0.19,0,23,1,50,10,20,10,10,0,0,6,6,8,3,8,3,4,1,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,1,"European/Caucasian-American","Black/African American"
45,6,1,12,2,2,19,16,NA,14,20,39,0,-0.08,0,24,3,20,20,20,15,15,10,0,4,5,7,1,5,1,5,1,2,28,"finance",8,NA,NA,NA,2,6,6,"switzerland","10012",NA,2,6,3,"banker / academia",7,9,7,3,6,8,6,6,7,6,6,7,6,7,6,6,6,3,0,"European/Caucasian-American","Latino/Hispanic American"
46,7,1,14,2,2,19,5,NA,7,1,21,0,0.22,0,21,4,12,18,20,16,16,18,0,6,8,8,6,8,5,8,2,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
46,7,1,14,2,2,19,7,NA,9,2,22,0,-0.33,0,27,1,20,20,20,10,10,20,1,8,7,7,7,6,7,7,4,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","Black/African American"
46,7,1,14,2,2,19,3,NA,5,3,23,0,-0.52,0,21,4,10,20,40,10,10,10,1,7,6,7,7,7,6,7,5,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
46,7,1,14,2,2,19,10,NA,12,4,24,0,0.24,1,27,2,10,20,20,15,20,15,1,9,8,7,8,NA,8,8,7,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,12,NA,14,5,25,0,-0.24,1,25,2,20,20,15,15,15,15,0,7,8,8,6,10,6,8,7,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,1,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,13,NA,15,6,26,0,0.22,1,23,2,20,20,20,15,15,10,0,7,4,5,6,5,4,6,5,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,1,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,4,NA,6,7,27,1,0.29,0,22,3,17,10,18,20,25,10,1,8,7,6,6,4,4,6,5,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,1,"European/Caucasian-American","Latino/Hispanic American"
46,7,1,14,2,2,19,1,NA,3,8,28,1,NA,1,26,2,NA,NA,NA,NA,NA,NA,1,7,8,8,8,5,9,7.5,6.5,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,1,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,9,NA,11,9,29,0,0.1,1,22,2,20,22,18,15,15,10,1,8,6,6,5,NA,NA,7,4,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,15,NA,17,10,30,0,-0.02,1,23,2,10,20,20,20,20,10,0,8,7,7,7,5,5,7,6,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,8,NA,10,11,31,0,-0.34,1,24,2,35,10,20,20,10,5,0,9,6,7,7,6,5,7,4,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,1,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,18,NA,1,12,32,0,-0.33,0,27,4,50,0,50,0,0,0,0,8,9,8,NA,8,7,8,5,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
46,7,1,14,2,2,19,19,NA,2,13,33,0,-0.49,1,30,2,30,20,30,10,0,10,0,8,7,9,5,6,4,6,2,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,2,NA,4,14,34,1,-0.08,0,21,4,30,5,30,15,15,5,1,9,8,9,7,8,NA,8,8,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
46,7,1,14,2,2,19,17,NA,19,15,35,1,0.01,1,25,2,20,23,23,22,7,5,1,8,8,9,9,8,10,8,8,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,1,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,6,NA,8,16,36,0,0.29,1,26,2,20,25,20,15,15,5,0,2,5,4,3,4,2,3,5,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,11,NA,13,17,37,0,0.09,1,27,2,10,10,30,25,10,15,1,8,5,9,7,6,5,6,6,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","European/Caucasian-American"
46,7,1,14,2,2,19,14,NA,16,19,38,0,-0.32,0,23,1,50,10,20,10,10,0,0,10,6,6,9,5,3,6,2,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,1,"European/Caucasian-American","Black/African American"
46,7,1,14,2,2,19,16,NA,18,20,39,0,-0.17,0,24,3,20,20,20,15,15,10,0,8,6,9,9,6,NA,5,2,2,26,"finanace",8,NA,NA,NA,2,2,3,"italy","21020",NA,2,6,2,"banker",7,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7,0,"European/Caucasian-American","Latino/Hispanic American"
47,8,1,16,2,2,19,5,NA,15,1,21,0,-0.06,0,21,4,12,18,20,16,16,18,0,4,7,7,4,7,3,5,1,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
47,8,1,16,2,2,19,7,NA,17,2,22,0,0.27,0,27,1,20,20,20,10,10,20,0,5,7,7,6,6,5,5,4,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","Black/African American"
47,8,1,16,2,2,19,3,NA,13,3,23,0,0.21,0,21,4,10,20,40,10,10,10,0,5,6,7,6,6,6,6,5,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
47,8,1,16,2,2,19,10,NA,1,4,24,0,0.04,1,27,2,10,20,20,15,20,15,0,5,7,7,7,7,7,7,7,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,12,NA,3,5,25,0,-0.05,1,25,2,20,20,15,15,15,15,0,3,8,9,8,10,5,8,4,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,13,NA,4,6,26,0,-0.05,1,23,2,20,20,20,15,15,10,0,3,7,6,4,6,2,2,2,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,4,NA,14,7,27,0,-0.28,0,22,3,17,10,18,20,25,10,0,1,4,5,4,4,4,3,5,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","Latino/Hispanic American"
47,8,1,16,2,2,19,1,NA,11,8,28,0,NA,1,26,2,NA,NA,NA,NA,NA,NA,0,4,6,6,5,4,3,2,5,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,9,NA,19,9,29,0,0.04,1,22,2,20,22,18,15,15,10,0,5,6,6,7,6,NA,6,4,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,0,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,15,NA,6,10,30,0,0.09,1,23,2,10,20,20,20,20,10,0,5,5,5,7,7,6,8,6,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,0,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,8,NA,18,11,31,0,-0.27,1,24,2,35,10,20,20,10,5,0,2,3,4,2,6,2,4,3,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,18,NA,9,12,32,0,0.06,0,27,4,50,0,50,0,0,0,0,7,9,8,7,8,8,6,5,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
47,8,1,16,2,2,19,19,NA,10,13,33,0,-0.18,1,30,2,30,20,30,10,0,10,0,4,5,6,7,7,4,6,2,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,2,NA,12,14,34,0,0.12,0,21,4,30,5,30,15,15,5,0,3,3,5,3,5,3,5,4,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
47,8,1,16,2,2,19,17,NA,8,15,35,0,-0.21,1,25,2,20,23,23,22,7,5,0,5,6,8,8,7,8,6,8,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,6,NA,16,16,36,0,0.16,1,26,2,20,25,20,15,15,5,0,1,3,5,1,2,1,1,6,1,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,11,NA,2,17,37,0,0.32,1,27,2,10,10,30,25,10,15,0,3,5,7,6,6,6,5,5,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,0,"European/Caucasian-American","European/Caucasian-American"
47,8,1,16,2,2,19,14,NA,5,19,38,0,-0.14,0,23,1,50,10,20,10,10,0,0,7,9,7,7,4,3,8,2,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","Black/African American"
47,8,1,16,2,2,19,16,NA,7,20,39,1,0.12,0,24,3,20,20,20,15,15,10,1,5,5,8,8,5,7,7,5,2,30,"finance&economics",8,NA,NA,NA,2,2,2,"italy","100",NA,1,6,1,"academic",2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,1,"European/Caucasian-American","Latino/Hispanic American"
48,9,1,18,2,2,19,5,NA,19,1,21,0,-0.08,0,21,4,12,18,20,16,16,18,0,7,7,7,5,6,3,6,1,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,0,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
48,9,1,18,2,2,19,7,NA,2,2,22,0,0.73,0,27,1,20,20,20,10,10,20,1,7,7,7,7,7,6,7,4,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,0,"European/Caucasian-American","Black/African American"
48,9,1,18,2,2,19,3,NA,17,3,23,0,0.58,0,21,4,10,20,40,10,10,10,0,6,6,6,8,6,5,6,5,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,0,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
48,9,1,18,2,2,19,10,NA,5,4,24,0,0.05,1,27,2,10,20,20,15,20,15,0,7,7,7,8,7,NA,7,6,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,0,"European/Caucasian-American","European/Caucasian-American"
48,9,1,18,2,2,19,12,NA,7,5,25,0,0.38,1,25,2,20,20,15,15,15,15,0,7,8,8,8,6,6,7,6,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,1,"European/Caucasian-American","European/Caucasian-American"
48,9,1,18,2,2,19,13,NA,8,6,26,0,0.29,1,23,2,20,20,20,15,15,10,0,6,5,5,7,6,3,4,4,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,1,"European/Caucasian-American","European/Caucasian-American"
48,9,1,18,2,2,19,4,NA,18,7,27,0,-0.35,0,22,3,17,10,18,20,25,10,0,4,6,4,5,6,7,3,1,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,1,"European/Caucasian-American","Latino/Hispanic American"
48,9,1,18,2,2,19,1,NA,15,8,28,0,NA,1,26,2,NA,NA,NA,NA,NA,NA,0,6,6,5,6,4,4,4,4,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,0,"European/Caucasian-American","European/Caucasian-American"
48,9,1,18,2,2,19,9,NA,4,9,29,0,0.11,1,22,2,20,22,18,15,15,10,1,8,7,8,8,8,6,8,5,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,0,"European/Caucasian-American","European/Caucasian-American"
48,9,1,18,2,2,19,15,NA,10,10,30,0,0.39,1,23,2,10,20,20,20,20,10,0,7,7,5,7,5,7,8,7,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,0,"European/Caucasian-American","European/Caucasian-American"
48,9,1,18,2,2,19,8,NA,3,11,31,1,0.52,1,24,2,35,10,20,20,10,5,1,8,9,8,8,8,8,8,8,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,1,"European/Caucasian-American","European/Caucasian-American"
48,9,1,18,2,2,19,18,NA,13,12,32,0,0.52,0,27,4,50,0,50,0,0,0,0,7,8,7,9,6,4,7,2,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,0,"European/Caucasian-American","Asian/Pacific Islander/Asian-American"
48,9,1,18,2,2,19,19,NA,14,13,33,0,0.21,1,30,2,30,20,30,10,0,10,1,8,7,6,6,7,8,7,3,2,22,"undergrad - gs",12,NA,NA,NA,2,9,2,"israel","62996",NA,1,5,2,"music production",6,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2,0,"European/Caucasian-American","European/Caucasian-American"
