"person_id","gender","wave","race","race_label","age","n_dates","n_matches","match_rate","yes_rate_in","yes_rate_out","received_attr","received_sinc","received_intel","received_fun","received_amb","received_shar","received_like","received_prob_yes","received_met_before","pct_partner_black","pct_partner_white","pct_partner_latino","pct_partner_asian","pct_partner_native","pct_partner_other","pct_partner_race_missing","pct_samerace_partners","field_code","field","hometown","zipcode","income","career_code","career","id_in_wave","id_in_gender","condition","n_met_in_wave","undergrad_school","median_sat","tuition","imp_samerace","imp_samerelig","event_goal","date_freq","goout_freq","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","avg_int_corr","avg_partner_pref_attr","avg_partner_pref_sinc","avg_partner_pref_intel","avg_partner_pref_fun","avg_partner_pref_amb","avg_partner_pref_shar"
235,0,10,2,"European/Caucasian-American",23,9,2,0.222222222222222,0.888888888888889,0.222222222222222,7.88888888888889,7.55555555555556,7,7.44444444444444,5.85714285714286,4.85714285714286,7.22222222222222,6.11111111111111,2,0,0.444444444444444,0,0.111111111111111,0,0.444444444444444,0,0.444444444444444,9,"elementary education","boston, ma","1890",NA,2,"elementary school teacher",2,3,1,9,"holy cross",1258,25020,3,1,1,4,3,1,3,3,10,9,10,2,1,7,7,1,9,9,6,10,10,7,0.187777777777778,22.1111111111111,19.5555555555556,18.2222222222222,17.1111111111111,9.33333333333333,13.6666666666667
236,0,10,4,"Asian/Pacific Islander/Asian-American",24,9,0,0,0.111111111111111,0.444444444444444,5.55555555555556,6.88888888888889,7.25,4.11111111111111,5.85714285714286,3.71428571428571,5,4.11111111111111,2,0,0.444444444444444,0,0.111111111111111,0,0.444444444444444,0,0.111111111111111,10,"biology","indiana","46815",42225,2,"research/teaching",3,5,1,9,"university of pennsylvania",1400,26630,3,3,2,7,1,9,6,3,7,9,9,7,1,8,7,5,4,7,4,10,4,2,0.184444444444444,22.1111111111111,19.5555555555556,18.2222222222222,17.1111111111111,9.33333333333333,13.6666666666667
237,0,10,2,"European/Caucasian-American",34,9,1,0.111111111111111,0.333333333333333,0.444444444444444,5.33333333333333,7.66666666666667,7.44444444444444,5.88888888888889,6.16666666666667,4,5.22222222222222,5.66666666666667,2,0,0.444444444444444,0,0.111111111111111,0,0.444444444444444,0,0.444444444444444,7,"american studies","los angeles","91206",37405,6,"writing",4,7,1,9,"ucla",1290,15309,10,1,3,7,4,1,1,10,7,8,9,9,1,1,10,6,8,6,2,9,2,10,0.303333333333333,22.1111111111111,19.5555555555556,18.2222222222222,17.1111111111111,9.33333333333333,13.6666666666667
238,0,10,2,"European/Caucasian-American",27,9,2,0.222222222222222,0.555555555555556,0.555555555555556,6.66666666666667,7.55555555555556,7.11111111111111,6.75,7.125,5.875,6.77777777777778,5.66666666666667,1.88888888888889,0,0.444444444444444,0,0.111111111111111,0,0.444444444444444,0,0.444444444444444,15,"arts administration","wisconsin","54449",28524,6,"manage a museum or art gallery",5,9,1,9,"swarthmore college",1460,26376,3,5,1,2,1,8,5,8,8,10,10,8,2,8,7,5,9,9,10,10,7,6,0.246666666666667,22.1111111111111,19.5555555555556,18.2222222222222,17.1111111111111,9.33333333333333,13.6666666666667
239,0,10,2,"European/Caucasian-American",34,9,1,0.111111111111111,0.333333333333333,0.444444444444444,5.77777777777778,7.55555555555556,7.22222222222222,5.33333333333333,5.5,4.71428571428571,5.88888888888889,5.375,2,0,0.444444444444444,0,0.111111111111111,0,0.444444444444444,0,0.444444444444444,10,"conservation biology","born in montana, raised in south jersey (nr. philadelphia)","8028",NA,7,"conservation training and education",6,11,1,9,"columbia college",1430,26908,6,6,2,6,3,3,3,5,8,8,7,8,1,6,9,6,8,8,6,7,1,8,0.384444444444444,22.1111111111111,19.5555555555556,18.2222222222222,17.1111111111111,9.33333333333333,13.6666666666667
240,0,10,4,"Asian/Pacific Islander/Asian-American",26,9,1,0.111111111111111,0.666666666666667,0.333333333333333,6.77777777777778,7.11111111111111,7,8,7.33333333333333,5.28571428571429,6.66666666666667,6,2,0,0.444444444444444,0,0.111111111111111,0,0.444444444444444,0,0.111111111111111,8,"mba","new york","10598",61141,6,"entertainment/media",7,13,1,9,"suny binghamton",1215,9451,1,1,1,6,3,10,10,9,10,10,8,9,14,9,10,10,10,10,10,10,10,3,-0.06,22.1111111111111,19.5555555555556,18.2222222222222,17.1111111111111,9.33333333333333,13.6666666666667
241,0,10,4,"Asian/Pacific Islander/Asian-American",29,9,3,0.333333333333333,0.888888888888889,0.333333333333333,6.66666666666667,7.66666666666667,6.88888888888889,7.44444444444444,7.14285714285714,5.85714285714286,6.88888888888889,6,2,0,0.444444444444444,0,0.111111111111111,0,0.444444444444444,0,0.111111111111111,8,"business","new york","10454",8607,7,"president",8,15,1,9,"barnard college",1330,24036,1,1,2,4,2,8,1,5,7,7,7,4,1,3,4,1,3,4,6,7,6,3,0.191111111111111,22.1111111111111,19.5555555555556,18.2222222222222,17.1111111111111,9.33333333333333,13.6666666666667
242,0,10,3,"Latino/Hispanic American",26,9,5,0.555555555555556,0.777777777777778,0.666666666666667,8,7.33333333333333,7.44444444444444,7.11111111111111,5.88888888888889,6,7.22222222222222,5.44444444444444,2,0,0.444444444444444,0,0.111111111111111,0,0.444444444444444,0,0,3,"sociology","uruguay","12000",NA,2,"researcher in sociology",9,17,1,9,"school of social sciences in uruguay",NA,NA,3,3,3,7,3,6,5,5,8,10,10,9,4,9,10,1,9,10,10,10,1,8,0.343333333333333,22.1111111111111,19.5555555555556,18.2222222222222,17.1111111111111,9.33333333333333,13.6666666666667
243,1,10,2,"European/Caucasian-American",27,9,3,0.333333333333333,0.777777777777778,0.555555555555556,5.66666666666667,6.55555555555556,7.44444444444444,5.66666666666667,5.44444444444444,5.22222222222222,6,4.375,2,0,0.444444444444444,0.111111111111111,0.333333333333333,0,0.111111111111111,0,0.444444444444444,16,"japanese literature","portland, oregon",NA,NA,2,"professor",1,2,1,9,"yale university",1450,26100,2,3,2,6,2,7,2,7,9,5,8,5,7,3,9,5,5,9,8,8,6,2,0.296666666666667,22.7777777777778,19.1111111111111,19.1111111111111,15.2222222222222,11.3333333333333,12.4444444444444
244,1,10,2,"European/Caucasian-American",28,9,1,0.111111111111111,0.666666666666667,0.333333333333333,6.33333333333333,7.22222222222222,7,6.66666666666667,7.77777777777778,6.11111111111111,6.66666666666667,5.33333333333333,2,0,0.444444444444444,0.111111111111111,0.333333333333333,0,0.111111111111111,0,0.444444444444444,8,"mba","seattle",NA,NA,7,"management consultant",2,4,1,9,"university of washington",1155,13258,8,9,2,5,3,5,2,10,8,6,4,9,1,3,13,9,8,9,3,4,3,1,0.221111111111111,22.7777777777778,19.1111111111111,19.1111111111111,15.2222222222222,11.3333333333333,12.4444444444444
245,1,10,2,"European/Caucasian-American",32,9,1,0.111111111111111,0.333333333333333,0.555555555555556,4.77777777777778,6.33333333333333,8.55555555555556,5.77777777777778,7.33333333333333,5.625,5.88888888888889,4.88888888888889,2,0,0.444444444444444,0.111111111111111,0.333333333333333,0,0.111111111111111,0,0.444444444444444,7,"philosophy","lexington, ma","2173",NA,1,"academic (law)",3,6,1,9,"columbia",1430,26908,1,6,4,5,2,3,1,2,6,7,8,4,8,6,9,2,7,8,6,6,1,6,0.311111111111111,22.7777777777778,19.1111111111111,19.1111111111111,15.2222222222222,11.3333333333333,12.4444444444444
246,1,10,2,"European/Caucasian-American",25,9,1,0.111111111111111,0.111111111111111,0.666666666666667,4.11111111111111,7.44444444444444,6.44444444444444,5.44444444444444,5.75,4.375,5.22222222222222,4.22222222222222,2,0,0.444444444444444,0.111111111111111,0.333333333333333,0,0.111111111111111,0,0.444444444444444,10,"biotechnology","brooklyn, ny","11234",41476,2,"scientist",4,8,1,9,"suny stony brook",1140,9168,7,1,1,7,6,6,5,5,7,5,5,3,2,6,8,8,9,9,8,9,5,2,0.286666666666667,22.7777777777778,19.1111111111111,19.1111111111111,15.2222222222222,11.3333333333333,12.4444444444444
247,1,10,4,"Asian/Pacific Islander/Asian-American",25,9,0,0,0,0.888888888888889,4,7.66666666666667,7.55555555555556,4.66666666666667,6.33333333333333,4,5.125,4.44444444444444,2,0,0.444444444444444,0.111111111111111,0.333333333333333,0,0.111111111111111,0,0.333333333333333,10,"earth and environmental science","shanghai, china","200065",NA,2,"naturalist",5,10,1,9,"fudan university, shanghai, china",NA,NA,1,1,1,6,4,5,4,7,1,3,2,9,4,2,5,3,3,3,3,3,2,6,-0.115555555555556,22.7777777777778,19.1111111111111,19.1111111111111,15.2222222222222,11.3333333333333,12.4444444444444
248,1,10,6,"Other",27,9,3,0.333333333333333,0.777777777777778,0.444444444444444,7,6,6.66666666666667,7.66666666666667,7.66666666666667,5.44444444444444,7,5.22222222222222,2,0,0.444444444444444,0.111111111111111,0.333333333333333,0,0.111111111111111,0,0.111111111111111,8,"business","san francisco","92037",49841,7,"trader",6,12,1,9,"cornell",1360,26062,1,1,1,4,1,7,1,8,7,5,1,8,6,8,6,3,7,7,4,7,6,1,0.122222222222222,22.7777777777778,19.1111111111111,19.1111111111111,15.2222222222222,11.3333333333333,12.4444444444444
249,1,10,6,"Other",33,9,0,0,0,0.666666666666667,4.22222222222222,6.77777777777778,7.375,5.55555555555556,7.88888888888889,4.75,5,4.44444444444444,1.875,0,0.444444444444444,0.111111111111111,0.333333333333333,0,0.111111111111111,0,0.111111111111111,8,"finance","chile",NA,NA,7,"wall street economist",7,14,1,9,"universidad catolica de chile",NA,NA,2,7,2,3,1,7,9,1,10,8,6,1,1,6,10,7,3,8,8,5,4,1,0.198888888888889,22.7777777777778,19.1111111111111,19.1111111111111,15.2222222222222,11.3333333333333,12.4444444444444
250,1,10,6,"Other",25,9,5,0.555555555555556,0.888888888888889,0.666666666666667,6.77777777777778,6.66666666666667,8,6.88888888888889,8.44444444444444,7.66666666666667,6.88888888888889,6.11111111111111,2,0,0.444444444444444,0.111111111111111,0.333333333333333,0,0.111111111111111,0,0.111111111111111,6,"classics","toronto, london, india",NA,NA,2,"professor, poet/critic",8,16,1,9,"amherst college",1402,27240,1,1,4,2,1,7,2,8,10,10,10,6,1,2,10,1,9,9,10,10,6,5,0.528888888888889,22.7777777777778,19.1111111111111,19.1111111111111,15.2222222222222,11.3333333333333,12.4444444444444
251,1,10,6,"Other",33,9,1,0.111111111111111,0.222222222222222,0.222222222222222,4.77777777777778,7.33333333333333,7.55555555555556,5.55555555555556,5.85714285714286,5.375,5.77777777777778,5,2,0,0.444444444444444,0.111111111111111,0.333333333333333,0,0.111111111111111,0,0.111111111111111,7,"philosophy (ph.d.)","israel",NA,NA,10,"am not sure",9,18,1,9,"hebrew university",NA,NA,2,2,6,4,1,7,6,1,6,8,8,5,8,4,9,7,6,9,6,8,2,3,0.181111111111111,22.7777777777778,19.1111111111111,19.1111111111111,15.2222222222222,11.3333333333333,12.4444444444444
252,0,11,3,"Latino/Hispanic American",28,21,2,0.0952380952380952,0.523809523809524,0.285714285714286,6.83333333333333,7.76190476190476,7.25,7.14285714285714,6.89473684210526,5.76470588235294,6.30952380952381,5.0952380952381,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.0952380952380952,13,"political science","mexico","11910",NA,2,"professor",1,1,2,21,"universidad iberoamericana",NA,NA,1,1,1,6,2,4,3,3,8,7,6,7,4,9,9,2,9,9,9,9,9,2,0.249047619047619,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
253,0,11,4,"Asian/Pacific Islander/Asian-American",33,21,2,0.0952380952380952,0.238095238095238,0.523809523809524,3.85714285714286,6.25,6.8421052631579,4.65,5.83333333333333,4.58823529411765,4.54761904761905,3.76190476190476,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.19047619047619,3,"sociology","japan","7024",NA,2,"researcher/academia",2,3,2,21,"tokyo woman's christian university, japan",NA,NA,1,1,2,6,6,5,3,5,8,10,10,6,1,6,10,7,7,10,7,7,7,3,0.27,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
254,0,11,2,"European/Caucasian-American",22,21,0,0,0.428571428571429,0.142857142857143,5.80952380952381,7.1,7.9,6.25,6.75,5.52631578947368,5.85714285714286,4.85714285714286,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,7,"philosophy and physics","boulder, colorado","80304",37240,2,"academia",3,5,2,21,"university of maryland, and oxford",1250,13413,8,3,2,6,2,8,2,6,10,9,9,8,1,7,9,8,9,9,7,7,7,8,0.286666666666667,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
255,0,11,4,"Asian/Pacific Islander/Asian-American",26,21,0,0,0.333333333333333,0,5.71428571428571,6.2,6.05,5,5.55,5.1578947368421,5.19047619047619,3.71428571428571,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.19047619047619,10,"nutrition","maryland","21701",36594,4,"nutrition and dental",4,7,2,21,"uw madison",1210,12900,3,1,1,7,3,6,8,9,6,6,6,4,2,5,6,4,7,7,8,8,9,1,0.0533333333333333,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
256,0,11,4,"Asian/Pacific Islander/Asian-American",24,21,3,0.142857142857143,0.761904761904762,0.142857142857143,6.57142857142857,7.2,7.55,6.33333333333333,6.89473684210526,6.05263157894737,6.33333333333333,4.85714285714286,1.95238095238095,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.19047619047619,4,"medicine","northern virginia","22015",62997,4,"physician",5,9,2,21,"harvard",1400,26019,6,5,2,6,4,5,3,6,7,6,5,6,5,5,5,8,6,8,8,8,9,3,0.0461904761904762,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
257,0,11,2,"European/Caucasian-American",24,21,0,0,0.523809523809524,0,6.85714285714286,7,6.7,6.45,6.5,6.21052631578947,6.33333333333333,4.76190476190476,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,9,"art education","i am from nyc","10023",46608,2,"art educator and artist",6,11,2,21,"syracuse university",1220,21960,5,6,2,5,1,7,1,6,9,10,10,10,3,4,10,2,5,10,10,10,4,10,0.476666666666667,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
258,0,11,6,"Other",25,21,7,0.333333333333333,0.666666666666667,0.476190476190476,6.9047619047619,7.25,7.19047619047619,6.9,6.55555555555556,5.61111111111111,6.78571428571429,4.66666666666667,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.0476190476190476,9,"ma science education","seattle","98115",37881,2,"teacher",7,13,2,21,"university of washington",1155,13258,1,10,1,6,1,9,6,7,7,8,3,10,4,1,10,3,8,5,2,6,6,2,0.278095238095238,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
259,0,11,2,"European/Caucasian-American",25,21,1,0.0476190476190476,0.333333333333333,0.19047619047619,6.55,6.05263157894737,7.4,5.8421052631579,6.83333333333333,5.875,5.8,4.6,1.8,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,10,"genetics","texas","77546",48944,2,"scientist",8,15,2,21,"rice",1410,17125,2,2,2,7,1,8,3,7,8,7,7,4,2,7,8,6,7,7,5,7,5,6,0.311904761904762,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
260,0,11,4,"Asian/Pacific Islander/Asian-American",27,21,6,0.285714285714286,0.476190476190476,0.571428571428571,5.61904761904762,6.85,7.55,6,6.83333333333333,5.78947368421053,6.19047619047619,4.85714285714286,1.80952380952381,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.19047619047619,10,"genetics","malaysia, then massachusetts","50450",NA,2,"scientist/educator",9,17,2,21,"smith college",1260,24742,4,4,2,7,3,9,6,7,9,5,5,6,2,3,9,6,7,7,9,9,5,3,0.394761904761905,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
261,0,11,4,"Asian/Pacific Islander/Asian-American",26,21,5,0.238095238095238,0.428571428571429,0.428571428571429,5.28571428571429,6.35,7.19047619047619,5.55,5.8421052631579,5.47368421052632,5.66666666666667,4.19047619047619,1.80952380952381,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.19047619047619,10,"biology","katonah, ny (more recently, boston)","10536",77112,2,"scientific research for now but who knows",10,19,2,21,"brown university",1400,27395,1,4,1,7,2,6,4,3,9,9,8,3,5,8,9,2,9,9,9,9,4,6,0.35,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
262,0,11,2,"European/Caucasian-American",29,21,0,0,0.428571428571429,0.0952380952380952,5.38095238095238,7.45,7.6,5.9047619047619,6.05555555555556,5.33333333333333,5.85714285714286,4.9047619047619,1.95238095238095,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,3,"psychology","warsaw, poland",NA,NA,10,"who knows",11,21,2,21,"university of warsaw",NA,NA,1,10,6,6,3,9,9,8,7,7,3,7,1,3,10,4,1,7,5,8,1,1,0.332380952380952,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
263,0,11,1,"Black/African American",26,21,6,0.285714285714286,0.666666666666667,0.380952380952381,5.85714285714286,7.14285714285714,7.55,7.28571428571429,6.42105263157895,5.78947368421053,6.80952380952381,5.04761904761905,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.0952380952380952,3,"psychology","brooklyn, ny","11212",18283,10,"who knows",12,23,2,21,"yale",1450,26100,9,10,1,6,2,1,1,1,5,7,7,7,1,3,9,4,7,7,7,8,9,6,0.216666666666667,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
264,0,11,2,"European/Caucasian-American",26,21,4,0.19047619047619,0.619047619047619,0.333333333333333,6.0952380952381,6.9,7.15,6.3,6.27777777777778,5.77777777777778,6.0952380952381,4.76190476190476,1.95,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,6,"english","washington, d.c.","20011",31432,2,"college professor",13,25,2,21,"columbia university",1430,26908,1,3,1,6,2,7,1,7,5,7,8,6,1,5,9,7,4,8,2,6,2,1,0.327142857142857,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
265,0,11,2,"European/Caucasian-American",32,21,1,0.0476190476190476,0.333333333333333,0.142857142857143,5,6.47619047619048,6.95,3.85,5.45,4.45,4.95238095238095,3.80952380952381,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,1,"law and english literature (j.d./ph.d.)","new york","10538",73073,2,"professor or lawyer",14,27,2,21,"stanford",1450,25917,3,3,4,5,2,2,9,8,8,7,8,2,1,2,10,6,7,10,8,9,2,1,0.249047619047619,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
266,0,11,2,"European/Caucasian-American",28,21,4,0.19047619047619,0.80952380952381,0.238095238095238,7.35714285714286,7.875,7.775,7.075,6.25,6.30555555555556,7,5.47619047619048,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,16,"french","new york city",NA,NA,10,"undecided",15,29,2,21,"colby college, waterville, me",1330,34290,2,2,2,7,3,5,4,5,4,7,8,8,1,6,5,1,4,10,6,7,2,6,0.347619047619048,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
267,0,11,4,"Asian/Pacific Islander/Asian-American",26,21,0,0,0.238095238095238,0,5.95238095238095,6.6,6,5.55,5.38888888888889,4.94117647058824,5.04761904761905,4.19047619047619,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.19047619047619,10,"nutritiron","taiwan",NA,NA,4,"dietician",16,31,2,21,"chungshenmedicaluniversity(taiwan)",NA,NA,2,2,1,3,3,4,8,5,9,7,6,4,7,8,3,9,5,9,4,9,10,2,-0.258095238095238,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
268,0,11,3,"Latino/Hispanic American",24,21,10,0.476190476190476,0.952380952380952,0.476190476190476,8.5,8.175,8.225,7.525,7.76315789473684,7.26470588235294,7.88095238095238,6.16666666666667,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.0952380952380952,4,"gs postbacc premed","texas","76710",26706,4,"medicine",17,33,2,21,"yale",1450,26100,1,1,5,6,1,8,6,6,5,4,3,6,5,5,8,4,5,5,4,4,4,4,0.215238095238095,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
269,0,11,2,"European/Caucasian-American",24,21,6,0.285714285714286,0.761904761904762,0.333333333333333,7.47619047619048,7.73684210526316,8,7.14285714285714,7.16666666666667,6.26315789473684,7.14285714285714,5.76190476190476,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,7,"art history","new jersey","8904",NA,2,"professor",18,35,2,21,"wesleyan university",1380,27100,4,5,2,6,2,4,1,8,8,8,10,7,3,1,10,3,6,6,6,9,4,2,0.401904761904762,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
270,0,11,4,"Asian/Pacific Islander/Asian-American",23,21,5,0.238095238095238,0.571428571428571,0.571428571428571,6.14285714285714,7,7.65,6.23809523809524,6.47368421052632,5.8,6.04761904761905,4.61904761904762,1.95238095238095,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.19047619047619,10,"biology","toronto",NA,NA,2,"researcher",19,37,2,21,"university of toronto",NA,NA,2,4,2,5,1,8,4,6,9,8,7,8,4,6,9,2,7,5,6,7,6,4,0.381428571428571,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
271,0,11,2,"European/Caucasian-American",23,21,2,0.0952380952380952,0.476190476190476,0.380952380952381,6.52380952380952,6.05,6.15,6.19047619047619,5.72222222222222,5.16666666666667,5.64285714285714,4.52380952380952,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,11,"social work","new york","10543",50060,11,"social work",20,39,2,21,"brandeis university",1330,27076,10,9,2,4,1,8,7,10,9,10,10,5,5,6,7,7,9,9,9,8,9,5,0.105714285714286,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
272,0,11,2,"European/Caucasian-American",25,21,0,0,0.523809523809524,0.142857142857143,7.57142857142857,7,6.5,6.71428571428571,6.52631578947368,5.58823529411765,6.66666666666667,4.47619047619048,2,0.0952380952380952,0.571428571428571,0.0952380952380952,0.19047619047619,0,0.0476190476190476,0,0.571428571428571,11,"social work","new york","11235",25401,11,"social work",21,41,2,21,"pace university",1030,17030,10,10,2,4,1,6,7,10,10,9,8,7,6,8,9,9,9,9,9,10,9,8,0.121428571428571,26.8571428571429,18.4285714285714,19.5238095238095,16.2857142857143,7.9047619047619,11
273,1,11,2,"European/Caucasian-American",29,21,1,0.0476190476190476,0.333333333333333,0.19047619047619,5.85714285714286,6.76190476190476,7.47619047619048,5.57142857142857,6.35,5,5.625,5.14285714285714,1.95238095238095,0.0476190476190476,0.476190476190476,0.0952380952380952,0.333333333333333,0,0.0476190476190476,0,0.476190476190476,10,"chemistry","czech republic",NA,NA,2,"research position in pharmaceutical industry",1,2,2,21,"charles university, prague, czech republic",NA,NA,8,4,2,5,2,6,1,5,7,7,4,8,1,3,2,5,7,8,8,8,3,2,0.341904761904762,17.4128571428571,20.0795238095238,22.7938095238095,17.222380952381,11.317619047619,11.1747619047619
274,1,11,3,"Latino/Hispanic American",24,21,6,0.285714285714286,0.285714285714286,0.380952380952381,5.61904761904762,6.23809523809524,6.23809523809524,5.85714285714286,6.0952380952381,4.89473684210526,5.66666666666667,4.9047619047619,2,0.0476190476190476,0.476190476190476,0.0952380952380952,0.333333333333333,0,0.0476190476190476,0,0.0952380952380952,3,"sociology","mexico",NA,NA,2,"academia",2,4,2,21,"uc berkeley",1309,15162,3,3,3,4,2,3,3,4,7,6,5,4,5,1,10,7,6,8,9,10,8,7,0.325238095238095,17.4128571428571,20.0795238095238,22.7938095238095,17.222380952381,11.317619047619,11.1747619047619
275,1,11,2,"European/Caucasian-American",21,21,1,0.0476190476190476,0.0476190476190476,0.952380952380952,6.28571428571429,6.47619047619048,7.28571428571429,5.23809523809524,6.7,4.94736842105263,5.28571428571429,4.42857142857143,2,0.0476190476190476,0.476190476190476,0.0952380952380952,0.333333333333333,0,0.0476190476190476,0,0.476190476190476,5,"operations research","siberia","630090",NA,7,"investment banking",3,6,2,21,"novosibirsk state university",NA,NA,1,1,2,4,3,9,1,10,6,7,7,4,6,5,10,1,9,7,7,9,5,9,0.332380952380952,17.4128571428571,20.0795238095238,22.7938095238095,17.222380952381,11.317619047619,11.1747619047619
276,1,11,2,"European/Caucasian-American",26,21,5,0.238095238095238,0.333333333333333,0.619047619047619,5.80952380952381,6.47619047619048,7.42857142857143,6.23809523809524,6.14285714285714,5.28571428571429,6.52380952380952,5.42857142857143,1.85714285714286,0.0476190476190476,0.476190476190476,0.0952380952380952,0.333333333333333,0,0.0476190476190476,0,0.476190476190476,10,"molecular biology","new hope, pa","18977",80608,2,"academia",4,8,2,21,"uc berkeley",1309,15162,7,3,2,4,1,6,2,8,9,8,9,2,3,6,9,1,4,7,6,7,2,2,0.407619047619048,17.4128571428571,20.0795238095238,22.7938095238095,17.222380952381,11.317619047619,11.1747619047619
277,1,11,2,"European/Caucasian-American",25,21,5,0.238095238095238,0.571428571428571,0.285714285714286,6.52380952380952,6.38095238095238,7.19047619047619,6.33333333333333,6.45,5.6,6.66666666666667,5.28571428571429,1.9047619047619,0.0476190476190476,0.476190476190476,0.0952380952380952,0.333333333333333,0,0.0476190476190476,0,0.476190476190476,10,"genetics & development","connecticut","6098",NA,2,"professor",5,10,2,21,"rpi",1308,25555,1,1,1,7,5,10,6,10,5,8,8,10,5,3,8,2,7,8,6,6,1,2,0.207142857142857,17.4128571428571,20.0795238095238,22.7938095238095,17.222380952381,11.317619047619,11.1747619047619
278,1,11,2,"European/Caucasian-American",32,21,0,0,0,0.333333333333333,4.47619047619048,6.19047619047619,7,5.14285714285714,6.52380952380952,4,5.38095238095238,4.66666666666667,1.95238095238095,0.0476190476190476,0.476190476190476,0.0952380952380952,0.333333333333333,0,0.0476190476190476,0,0.476190476190476,5,"medical informatics","boston, ma","0",NA,2,"research/academia",6,12,2,21,"umass",1050,14433,1,1,1,3,1,8,1,5,9,9,9,9,5,8,9,5,7,9,9,9,5,1,0.397619047619048,17.4128571428571,20.0795238095238,22.7938095238095,17.222380952381,11.317619047619,11.1747619047619
